fid,city,year_built,units
109442,Boston,1950,1
109443,Boston,1905,3
109445,Boston,1899,1
109446,Boston,1910,1
109447,Boston,2003,1
109448,Boston,1950,1
109449,Boston,1962,1
109450,Boston,1930,2
109451,Boston,1999,1
109452,Boston,1897,3
109453,Boston,1928,1
109454,Boston,1990,1
109456,Boston,1880,2
109457,Boston,2001,3
109458,Boston,1999,5
109459,Boston,1910,1
109460,Boston,1955,1
109461,Boston,2005,1
109462,Boston,1890,5
109463,Boston,1910,3
109464,Boston,1942,1
109465,Boston,1920,1
109466,Boston,1920,2
109467,Boston,1900,1
109468,Boston,1916,1
109469,Boston,1938,1
109470,Boston,1956,1
109471,Boston,1910,10
109472,Boston,1928,2
109473,Boston,1899,5
109474,Boston,1930,1
109475,Boston,1959,1
109476,Boston,1905,1
109479,Boston,1910,2
109480,Boston,1875,2
109481,Boston,1915,1
109482,Boston,1920,1
109483,Boston,1999,23
109484,Boston,1910,3
109485,Boston,1910,3
109486,Boston,1890,3
109487,Boston,2004,1
109488,Boston,2018,3
109490,Boston,1900,2
109491,Boston,2005,1
109492,Boston,1905,2
109493,Boston,1920,1
109494,Boston,1999,9
109495,Boston,1840,1
109496,Boston,1910,2
109497,Boston,1893,2
109498,Boston,1899,2
109499,Boston,1947,1
109501,Boston,1900,5
109502,Boston,1905,3
109503,Boston,1959,1
109506,Boston,1899,7
109507,Boston,1900,3
109508,Boston,1957,1
109510,Boston,1899,7
109511,Boston,1999,5
109512,Boston,1899,2
109513,Boston,1935,2
109514,Boston,1899,7
109515,Boston,1910,5
109516,Boston,1900,3
109517,Boston,1900,1
109518,Boston,1920,3
109519,Boston,1948,1
109520,Boston,1900,3
109521,Boston,1987,1
109522,Boston,1994,1
109523,Boston,1920,3
109524,Boston,1917,2
109525,Boston,1910,2
109526,Boston,1899,29
109527,Boston,1899,1
109528,Boston,1999,3
109529,Boston,1925,2
109530,Boston,1905,2
109531,Boston,1929,2
109532,Boston,1900,1
109533,Boston,1920,2
109536,Boston,1905,3
109537,Boston,1920,4
109538,Boston,1950,1
109539,Boston,1863,1
109540,Boston,1927,1
109542,Boston,1920,3
109543,Boston,1905,3
109544,Boston,1930,3
109546,Boston,1935,1
109547,Boston,1910,2
109548,Boston,1940,1
109549,Boston,1948,1
109550,Boston,1900,2
109551,Boston,1900,3
109552,Boston,1905,3
109553,Boston,1910,3
109554,Boston,1920,5
109555,Boston,1905,5
109556,Boston,1983,1
109558,Boston,1925,1
109559,Boston,1900,3
109560,Boston,1905,5
109561,Boston,1999,9
109563,Boston,1900,3
109564,Boston,2018,2
109565,Boston,1920,2
109566,Boston,1920,1
109567,Boston,1950,1
109568,Boston,1890,1
109569,Boston,1905,3
109570,Boston,1920,3
109572,Boston,1920,2
109573,Boston,1920,2
109574,Boston,1905,3
109576,Boston,1915,1
109577,Boston,1925,1
109578,Boston,1920,1
109579,Boston,1950,1
109580,Boston,1900,3
109581,Boston,1905,3
109582,Boston,1900,2
109584,Boston,1915,2
109585,Boston,1910,1
109586,Boston,1900,3
109587,Boston,1875,1
109588,Boston,2005,1
109589,Boston,1935,1
109590,Boston,1905,2
109591,Boston,1905,3
109593,Boston,1905,3
109596,Boston,1890,1
109597,Boston,1900,2
109598,Boston,1900,2
109599,Boston,1935,2
109600,Boston,1935,2
109601,Boston,1946,1
109602,Boston,1920,1
109603,Boston,1905,3
109604,Boston,1860,1
109605,Boston,1875,1
109606,Boston,1970,1
109607,Boston,1950,1
109608,Boston,1920,5
109610,Boston,1905,3
109611,Boston,1905,3
109612,Boston,1900,2
109613,Boston,1890,1
109616,Boston,1950,2
109617,Boston,1995,1
109618,Boston,1918,3
109619,Boston,1976,3
109620,Boston,1920,2
109621,Boston,1910,1
109622,Boston,1900,2
109623,Boston,1941,1
109624,Boston,1960,7
109625,Boston,1955,1
109626,Boston,1956,1
109627,Boston,1923,3
109628,Boston,1899,2
109629,Boston,1910,1
109630,Boston,1925,14
109631,Boston,1921,2
109632,Boston,1930,1
109633,Boston,1894,2
109634,Boston,1900,7
109635,Boston,1890,1
109636,Boston,1900,3
109637,Boston,1925,1
109638,Boston,2005,1
109639,Boston,2004,1
109640,Boston,2017,1
109641,Boston,1956,1
109642,Boston,1976,1
109643,Boston,1954,1
109644,Boston,1890,2
109645,Boston,1999,6
109646,Boston,1958,1
109647,Boston,1899,3
109648,Boston,1957,1
109649,Boston,1905,5
109650,Boston,1905,3
109651,Boston,1905,3
109652,Boston,1915,3
109654,Boston,1890,1
109655,Boston,1955,2
109656,Boston,1900,1
109658,Boston,2001,1
109661,Boston,1910,1
109663,Boston,1950,1
109664,Boston,1910,2
109665,Boston,1905,3
109666,Boston,1925,2
109667,Boston,1920,2
109668,Boston,1952,1
109669,Boston,1900,1
109670,Boston,1890,2
109671,Boston,1962,1
109672,Boston,1911,1
109673,Boston,1965,1
109674,Boston,1950,2
109676,Boston,1910,1
109677,Boston,1899,1
109678,Boston,1900,1
109680,Boston,1945,7
109681,Boston,1900,1
109682,Boston,1910,1
109683,Boston,1935,41
109684,Boston,1890,1
109685,Boston,1899,1
109686,Boston,2014,4
109687,Boston,1950,1
109688,Boston,1899,10
109689,Boston,1905,3
109690,Boston,1900,1
109692,Boston,1990,2
109693,Boston,1900,1
109694,Boston,1999,5
109695,Boston,1920,2
109696,Boston,1900,1
109697,Boston,1900,3
109698,Boston,1930,1
109699,Boston,1955,1
109700,Boston,1955,1
109702,Boston,1999,18
109703,Boston,1890,1
109704,Boston,2017,5
109706,Boston,1995,1
109707,Boston,1978,1
109708,Boston,1940,1
109709,Boston,1899,6
109710,Boston,1905,3
109711,Boston,1890,3
109712,Boston,1950,1
109713,Boston,1890,1
109714,Boston,1950,1
109715,Boston,1928,1
109716,Boston,1910,3
109717,Boston,1920,3
109718,Boston,1999,24
109722,Boston,1920,2
109723,Boston,1880,1
109724,Boston,1928,1
109725,Boston,1925,1
109726,Boston,1950,2
109727,Boston,1950,1
109728,Boston,1914,5
109729,Boston,1900,1
109730,Boston,1963,1
109731,Boston,1900,3
109732,Boston,1910,2
109733,Boston,1920,3
109734,Boston,1880,1
109735,Boston,1900,1
109736,Boston,1955,1
109737,Boston,2002,1
109738,Boston,1875,1
109740,Boston,1905,3
109741,Boston,1905,2
109742,Boston,1900,1
109744,Boston,1899,1
109745,Boston,1900,3
109746,Boston,1920,1
109747,Boston,1950,1
109748,Boston,1915,3
109750,Boston,1900,2
109751,Boston,1905,2
109752,Boston,1916,4
109753,Boston,1999,3
109754,Boston,1900,2
109756,Boston,1945,7
109757,Boston,1905,3
109758,Boston,1917,1
109759,Boston,1905,2
109760,Boston,1920,1
109761,Boston,1928,6
109762,Boston,1950,1
109763,Boston,1905,3
109764,Boston,1905,3
109765,Boston,1925,1
109766,Boston,1951,1
109767,Boston,1915,2
109768,Boston,1900,3
109769,Boston,1890,1
109770,Boston,1914,3
109771,Boston,1905,3
109772,Boston,1880,1
109773,Boston,1885,1
109774,Boston,1940,12
109775,Boston,1890,3
109776,Boston,1899,5
109777,Boston,1900,1
109778,Boston,1900,3
109779,Boston,1900,3
109780,Boston,1935,1
109781,Boston,1900,2
109782,Boston,1940,1
109783,Boston,1905,2
109784,Boston,1910,2
109785,Boston,1905,2
109786,Boston,1960,1
109787,Boston,1899,10
109788,Boston,1873,1
109789,Boston,1900,1
109790,Boston,1899,4
109791,Boston,1964,1
109792,Boston,1905,3
109793,Boston,1950,1
109794,Boston,1999,143
109795,Boston,1999,17
109796,Boston,1899,6
109797,Boston,1970,1
109798,Boston,1999,11
109799,Boston,1900,17
109801,Boston,1955,1
109802,Boston,1950,1
109804,Boston,1900,3
109805,Boston,1993,1
109806,Boston,1967,1
109807,Boston,1900,2
109808,Boston,1878,1
109809,Boston,1942,1
109810,Boston,1978,2
109811,Boston,1890,1
109814,Boston,1900,1
109815,Boston,1920,1
109816,Boston,1962,1
109817,Boston,1920,1
109818,Boston,1918,2
109819,Boston,1910,2
109820,Boston,1950,1
109822,Boston,1899,7
109824,Boston,1920,1
109826,Boston,1925,1
109827,Boston,1971,3
109828,Boston,1999,5
109829,Boston,1900,1
109830,Boston,1929,1
109831,Boston,1910,2
109832,Boston,1895,2
109834,Boston,1900,3
109835,Boston,1900,3
109836,Boston,1930,39
109837,Boston,1918,2
109838,Boston,1901,1
109839,Boston,1890,1
109840,Boston,1900,2
109841,Boston,1900,2
109842,Boston,1900,1
109843,Boston,1920,1
109844,Boston,1936,1
109845,Boston,1950,1
109846,Boston,1899,1
109848,Boston,1890,1
109849,Boston,1900,1
109850,Boston,1910,2
109851,Boston,1927,1
109853,Boston,1920,10
109854,Boston,1999,9
109855,Boston,1910,3
109856,Boston,1900,2
109857,Boston,1900,3
109858,Boston,1910,15
109859,Boston,1965,1
109861,Boston,1900,2
109862,Boston,1889,3
109863,Boston,1961,1
109865,Boston,1928,1
109866,Boston,1900,2
109867,Boston,1900,2
109868,Boston,1950,1
109869,Boston,1960,1
109870,Boston,1964,1
109871,Boston,1920,1
109872,Boston,1915,2
109873,Boston,1820,1
109874,Boston,1905,2
109875,Boston,1900,2
109876,Boston,1919,1
109877,Boston,1905,3
109878,Boston,1991,1
109879,Boston,1885,1
109880,Boston,1988,3
109881,Boston,1910,3
109882,Boston,1899,1
109883,Boston,1985,1
109884,Boston,1957,1
109885,Boston,1950,1
109888,Boston,1899,15
109889,Boston,1914,1
109891,Boston,1920,1
109892,Boston,1920,1
109893,Boston,1940,2
109894,Boston,1900,2
109895,Boston,1920,3
109896,Boston,1900,3
109897,Boston,1899,1
109898,Boston,1890,1
109899,Boston,1960,1
109900,Boston,1960,1
109901,Boston,1899,1
109903,Boston,1920,2
109904,Boston,1890,2
109905,Boston,1940,4
109907,Boston,1955,2
109908,Boston,1950,1
109909,Boston,1890,3
109910,Boston,1894,1
109911,Boston,1905,3
109913,Boston,1950,1
109914,Boston,1844,1
109915,Boston,1905,3
109916,Boston,1900,2
109918,Boston,1899,3
109919,Boston,1960,1
109920,Boston,1884,1
109921,Boston,1905,3
109922,Boston,1898,1
109923,Boston,1905,3
109924,Boston,1905,5
109925,Boston,1890,1
109926,Boston,1890,1
109927,Boston,1930,1
109928,Boston,1890,3
109929,Boston,1891,1
109930,Boston,1900,3
109931,Boston,1910,5
109932,Boston,1905,3
109933,Boston,1950,2
109934,Boston,1890,1
109935,Boston,1910,1
109936,Boston,1910,2
109937,Boston,1905,3
109938,Boston,1905,2
109939,Boston,1900,3
109940,Boston,1900,2
109941,Boston,1925,1
109942,Boston,1950,1
109943,Boston,1950,1
109944,Boston,1955,1
109945,Boston,1957,1
109946,Boston,1900,2
109947,Boston,1960,1
109948,Boston,1999,13
109949,Boston,1899,1
109950,Boston,1899,7
109951,Boston,1900,2
109952,Boston,1960,1
109953,Boston,1899,1
109955,Boston,1890,3
109956,Boston,1920,1
109957,Boston,1915,3
109958,Boston,1930,1
109959,Boston,1960,1
109961,Boston,1955,2
109962,Boston,1945,1
109964,Boston,1880,1
109965,Boston,1918,3
109966,Boston,1950,1
109967,Boston,1899,3
109968,Boston,1875,3
109969,Boston,1925,2
109970,Boston,1875,3
109971,Boston,1890,3
109972,Boston,1905,3
109973,Boston,1925,1
109974,Boston,1955,1
109975,Boston,1927,18
109976,Boston,1899,3
109977,Boston,1811,2
109978,Boston,1900,3
109979,Boston,1900,3
109980,Boston,1890,1
109981,Boston,1910,2
109982,Boston,1920,8
109983,Boston,1905,3
109985,Boston,1960,1
109986,Boston,1950,1
109987,Boston,1960,1
109989,Boston,1899,11
109990,Boston,1905,1
109991,Boston,1899,1
109992,Boston,1899,24
109993,Boston,1983,1
109994,Boston,1890,1
109995,Boston,1905,3
109996,Boston,1957,1
109997,Boston,1920,1
109998,Boston,1985,2
109999,Boston,1920,3
110000,Boston,1910,10
110001,Boston,1900,3
110002,Boston,1905,3
110003,Boston,1965,1
110004,Boston,1958,1
110006,Boston,1935,3
110007,Boston,1920,2
110008,Boston,1945,9
110009,Boston,1961,1
110011,Boston,1900,1
110012,Boston,1905,3
110013,Boston,1950,1
110014,Boston,1905,2
110015,Boston,1925,1
110016,Boston,1930,1
110017,Boston,1960,1
110018,Boston,1880,5
110020,Boston,1950,1
110022,Boston,1950,1
110023,Boston,1950,1
110024,Boston,1912,3
110025,Boston,1928,2
110026,Boston,1955,1
110027,Boston,1925,1
110028,Boston,1925,1
110029,Boston,1950,1
110030,Boston,1950,1
110031,Boston,1948,2
110033,Boston,1900,1
110034,Boston,1940,1
110035,Boston,1950,1
110036,Boston,1930,2
110037,Boston,1900,1
110038,Boston,1941,1
110039,Boston,1900,3
110040,Boston,1950,1
110041,Boston,1930,3
110042,Boston,1900,1
110043,Boston,1940,1
110044,Boston,1910,3
110045,Boston,1900,1
110047,Boston,1925,1
110048,Boston,1899,9
110050,Boston,1984,1
110051,Boston,1965,1
110052,Boston,1905,3
110053,Boston,1910,3
110055,Boston,1915,1
110056,Boston,1926,1
110057,Boston,1900,2
110058,Boston,1905,3
110059,Boston,1900,2
110060,Boston,1920,2
110061,Boston,1950,2
110062,Boston,1948,1
110063,Boston,1925,8
110064,Boston,1925,1
110065,Boston,1920,1
110066,Boston,1896,1
110067,Boston,1950,2
110068,Boston,1890,3
110069,Boston,1900,2
110070,Boston,1900,2
110071,Boston,1948,1
110072,Boston,1908,1
110073,Boston,1920,3
110074,Boston,2003,1
110076,Boston,1900,1
110077,Boston,1914,2
110078,Boston,1928,1
110079,Boston,1985,1
110081,Boston,1920,2
110082,Boston,1962,1
110083,Boston,1960,1
110084,Boston,1999,3
110085,Boston,1910,2
110086,Boston,1925,2
110087,Boston,1890,1
110088,Boston,1900,3
110089,Boston,1926,3
110090,Boston,1905,2
110091,Boston,1922,1
110092,Boston,1860,1
110093,Boston,1910,3
110094,Boston,1984,1
110095,Boston,1966,1
110096,Boston,1915,1
110097,Boston,1905,2
110098,Boston,2019,1
110099,Boston,1948,1
110101,Boston,1900,1
110102,Boston,1924,3
110103,Boston,1920,1
110105,Boston,1905,1
110106,Boston,1978,1
110107,Boston,1930,1
110108,Boston,1905,3
110109,Boston,1910,48
110110,Boston,1899,51
110111,Boston,1890,1
110112,Boston,1890,2
110113,Boston,1924,1
110114,Boston,1899,3
110115,Boston,1905,3
110116,Boston,1930,1
110117,Boston,1935,1
110118,Boston,1925,1
110119,Boston,1935,1
110120,Boston,1905,4
110121,Boston,1962,1
110122,Boston,1950,1
110123,Boston,1910,2
110124,Boston,1930,1
110125,Boston,1939,2
110126,Boston,1905,1
110127,Boston,1930,1
110128,Boston,1910,2
110129,Boston,1910,2
110130,Boston,1920,3
110131,Boston,1905,3
110132,Boston,1890,2
110133,Boston,2014,3
110134,Boston,1927,1
110135,Boston,1905,5
110136,Boston,1955,1
110137,Boston,1895,1
110138,Boston,1950,2
110139,Boston,1970,2
110140,Boston,1905,3
110141,Boston,1905,3
110142,Boston,1900,1
110143,Boston,1935,1
110144,Boston,1918,3
110145,Boston,1910,1
110146,Boston,1925,2
110148,Boston,1900,2
110149,Boston,1950,1
110151,Boston,1900,3
110152,Boston,1905,1
110153,Boston,1910,2
110154,Boston,1955,1
110155,Boston,1899,12
110156,Boston,1950,1
110157,Boston,1900,1
110158,Boston,1900,2
110159,Boston,1965,1
110160,Boston,1900,1
110161,Boston,1920,4
110162,Boston,1899,8
110163,Boston,1890,1
110164,Boston,1905,2
110165,Boston,2000,1
110166,Boston,1920,1
110167,Boston,1929,2
110168,Boston,1909,4
110169,Boston,1910,1
110170,Boston,1963,1
110172,Boston,1890,1
110173,Boston,1880,5
110174,Boston,1960,1
110175,Boston,1910,3
110176,Boston,1905,3
110178,Boston,1900,3
110179,Boston,1955,1
110180,Boston,1905,3
110181,Boston,1935,2
110182,Boston,1905,3
110183,Boston,1910,2
110184,Boston,1792,1
110186,Boston,1910,2
110187,Boston,1899,1
110189,Boston,1927,2
110190,Boston,1935,2
110191,Boston,1915,2
110192,Boston,1890,2
110193,Boston,1905,3
110194,Boston,2001,2
110195,Boston,1966,1
110198,Boston,1925,2
110199,Boston,1910,5
110200,Boston,1920,1
110201,Boston,1961,1
110203,Boston,1910,1
110204,Boston,1955,1
110205,Boston,1930,1
110206,Boston,1920,2
110207,Boston,1920,3
110208,Boston,1940,1
110209,Boston,1936,1
110210,Boston,1900,3
110211,Boston,1965,22
110212,Boston,1915,1
110213,Boston,1930,2
110216,Boston,1938,2
110217,Boston,1925,2
110218,Boston,1927,3
110219,Boston,1895,1
110220,Boston,1930,2
110221,Boston,1905,1
110222,Boston,1960,1
110223,Boston,1962,2
110224,Boston,1897,1
110225,Boston,1999,8
110226,Boston,1900,1
110227,Boston,1910,3
110228,Boston,1910,1
110229,Boston,1951,1
110230,Boston,1950,1
110232,Boston,1900,1
110233,Boston,1999,1
110234,Boston,1899,4
110235,Boston,1910,2
110236,Boston,1925,3
110237,Boston,1935,3
110239,Boston,1930,3
110240,Boston,1910,1
110242,Boston,1978,1
110243,Boston,1905,7
110244,Boston,1900,1
110245,Boston,1900,1
110247,Boston,1905,3
110248,Boston,1960,1
110250,Boston,1920,1
110251,Boston,1920,2
110252,Boston,1900,3
110253,Boston,1947,1
110254,Boston,2017,3
110255,Boston,1880,2
110256,Boston,1930,1
110257,Boston,1975,1
110258,Boston,1928,1
110259,Boston,1985,2
110260,Boston,1910,1
110261,Boston,1950,2
110262,Boston,1941,1
110263,Boston,1984,1
110264,Boston,1870,2
110265,Boston,1909,3
110267,Boston,1924,1
110268,Boston,2015,5
110269,Boston,1900,3
110270,Boston,1920,1
110271,Boston,1930,1
110272,Boston,1955,1
110273,Boston,1930,8
110274,Boston,1999,3
110275,Boston,1889,3
110276,Boston,1906,1
110277,Boston,1958,1
110279,Boston,1899,1
110280,Boston,1920,1
110281,Boston,1910,3
110282,Boston,1930,2
110283,Boston,1900,3
110284,Boston,1900,3
110286,Boston,1900,2
110287,Boston,1929,1
110288,Boston,1920,1
110289,Boston,1924,1
110290,Boston,1899,1
110291,Boston,1940,1
110292,Boston,1988,1
110293,Boston,1936,1
110294,Boston,1912,1
110295,Boston,1951,1
110296,Boston,1920,2
110297,Boston,1958,1
110298,Boston,1900,2
110299,Boston,1905,3
110301,Boston,1875,2
110302,Boston,1911,1
110303,Boston,1900,3
110305,Boston,1950,2
110306,Boston,1910,1
110307,Boston,1948,2
110308,Boston,1910,1
110309,Boston,1915,1
110310,Boston,2022,3
110311,Boston,1905,4
110312,Boston,1910,4
110313,Boston,1913,3
110314,Boston,1899,3
110315,Boston,1890,1
110316,Boston,1945,1
110317,Boston,1950,1
110318,Boston,1915,3
110319,Boston,1880,3
110320,Boston,1960,1
110321,Boston,1935,2
110322,Boston,1952,2
110323,Boston,1910,1
110324,Boston,1899,5
110325,Boston,1950,1
110326,Boston,1920,1
110328,Boston,1920,1
110333,Boston,1900,5
110334,Boston,1968,1
110335,Boston,1920,1
110336,Boston,1920,2
110337,Boston,1910,1
110338,Boston,1964,1
110339,Boston,2004,1
110340,Boston,1914,1
110341,Boston,1940,4
110342,Boston,1890,1
110343,Boston,1890,1
110344,Boston,1930,1
110345,Boston,1905,3
110346,Boston,1910,3
110347,Boston,1923,3
110348,Boston,1800,1
110349,Boston,1885,1
110350,Boston,1900,2
110352,Boston,1900,1
110353,Boston,1910,2
110354,Boston,1968,1
110356,Boston,1960,1
110359,Boston,1900,1
110361,Boston,1935,1
110363,Boston,1935,1
110364,Boston,1900,3
110365,Boston,1900,4
110366,Boston,1890,1
110367,Boston,1905,1
110368,Boston,1910,2
110369,Boston,1920,2
110371,Boston,1920,8
110373,Boston,1885,2
110374,Boston,1945,2
110375,Boston,1950,1
110376,Boston,1929,1
110377,Boston,1920,1
110378,Boston,1920,1
110379,Boston,1900,1
110380,Boston,1960,1
110381,Boston,1928,1
110382,Boston,1939,1
110383,Boston,1925,2
110385,Boston,1960,1
110386,Boston,1960,1
110387,Boston,1960,1
110388,Boston,1900,3
110389,Boston,1960,1
110390,Boston,1925,3
110391,Boston,1880,2
110392,Boston,1925,1
110393,Boston,1905,2
110394,Boston,1910,2
110395,Boston,1905,3
110396,Boston,1950,1
110397,Boston,1890,3
110398,Boston,1912,2
110399,Boston,1890,1
110400,Boston,1960,1
110401,Boston,1986,1
110402,Boston,1905,3
110403,Boston,1940,1
110404,Boston,1890,3
110405,Boston,1999,11
110406,Boston,2021,9
110407,Boston,1930,2
110408,Boston,1925,2
110409,Boston,1900,3
110410,Boston,1935,2
110411,Boston,1900,3
110412,Boston,1900,1
110413,Boston,1905,2
110414,Boston,1900,1
110415,Boston,1905,3
110416,Boston,1890,1
110417,Boston,1899,2
110418,Boston,1910,2
110420,Boston,1905,3
110421,Boston,2019,1
110422,Boston,1915,3
110423,Boston,1899,1
110424,Boston,1899,10
110425,Boston,1944,1
110426,Boston,1899,9
110427,Boston,2006,3
110428,Boston,1900,1
110430,Boston,1896,1
110431,Boston,1950,2
110432,Boston,1925,1
